id	alt_title	archived	co_op	collection_id	controller_support	date_added	date_modified	description	developer	esrb	favorite	filename	genre_id	gpu	hdd	last_played	mod	notes	online_multiplayer	operating_system	platform_id	play_count	players	processor	publisher	ram	region	save_path	steam_id	store	tags	title	translation	year
1000		0	0	4	1	2023-11-07 15:51:40.550962	2024-02-02 23:52:53.368212		Lion Entertainment	T	0	deathkeep.chd	2						0		3		1		Strategic Simulations		NA				Fantasy, First-Person	DeathKeep	0	1995
1001		1	0		1	2023-11-07 19:15:29.545700	2023-11-09 16:49:15.086528	"You seek untold riches, eternal life, divine powers - it leads to this accursed temple, a seemingly-infinite labyrinth of bottomless pits, deadly traps, and monsters.

Your greed will lead you to death, but that is not an escape. Rise to fight again. Delve deeper again. Defy the malignant deities that linger in this place. Battle through hordes of enemies in dark, cavernous passages filled with traps and secrets of all sorts - fire-spewing statues, explosives, hidden spikes, and worse.

Collect mystical Relics and an arsenal of weapons to make yourself unstoppable. Corruption builds in you with every step - encourage or ignore it, but each powerful curse can be a double-edged sword."	Passtech Games	T	0	curse-of-the-dead-gods	3	2 GB VRAM	2 GB				0	Windows 7	40		1	3.6 GHz	Focus Home Interactive	4 GB	NA	%USERPROFILE%\Saved Games\Curse of the Dead Gods		GOG		Curse of the Dead Gods	0	2012
1002		0	0		1	2023-11-08 02:38:25.266800	2023-11-08 02:38:25.266832	A massive series of wars eventually forms a worldwide alliance superseding the UN with the ANA on a mission to promote the World Peace Act. However their extreme measures give way to acts of terrorism. In response, ANA seizes power and repels every effort to circumvent them. Eventually the ANA is abolished, but terrorists under the name FM now have the opportunity to rise and take over. TEAM BLUE is put together to act against the FM threat.	LG Electronics		0	battle-blues.chd	12						0		3		1		Shin's Deco		SK				Tactical	Battle Blues	1	1996
1003		0	0	49	1	2023-11-08 03:56:22.433061	2023-11-08 04:00:31.101285	This version of Tetris features Classic mode, Puzzle mode, Versus mode, and Edit mode. In Puzzle mode, you must save the professor who climbs his way to the top. In order to do that, you must clear the blocks away and bring him to the bottom. Versus mode brings you head to head with another player. Edit mode allows you to create and save your own custom levels.	Natsume	E	0	tetris-plus.chd	9						0		30		2		Jaleco		NA					Tetris Plus	0	1996
1004		0	0		0	2023-11-09 01:04:20.744206	2023-11-09 01:25:33.201893	"Remnants of the Precursors is a modernization of the 1993 strategy game ""Master of Orion"". You will play as one of 10 unique races and lead them to galactic domination or, if you fail, humiliation and defeat. Micromanagement is minimal and the gameplay smooth and streamlined."	Ray Fowler		0	remnants-of-the-precursors	14						0		17		1		Ray Fowler		NA			ITCH	4X	Remnants of the Precursors	0	2021
1005		0	0		0	2023-11-09 01:40:46.365877	2023-11-26 13:55:21.509717	"Starting with a single planet, you'll develop resources and design ships for your alien population to colonize nearby stars. As you obtain new technology and equip your ships with more ordnance, you'll build a powerful fleet of spaceships from small shuttles to gargantuan, planet-smashing dreadnaughts.

With your fleet at your command, you'll combat ruthless enemy armadas with an awesome array of weapons. Pursue trade and negotiation with alien races. Send spies to steal technology and sabotage enemy facilities. And compete with your enemies as you struggle to inhabit or exploit distant planets. Planets for which you dictate productivity, defense and even population capacity.

Use your technology wisely, keep a close eye on the growth of your empire, and there's no telling how much of the universe you'll conquer as **Master of Orion!**"	Sim Tex		0	master-of-orion.zip	14	VGA graphics card	14 MB				0	MS-DOS 3.3	7		1	16 MHz	MicroProse Software	3 MB	NA				Sci-Fi, Turn-Based, 4X	Master of Orion	0	1993
1006		0	0	77	1	2023-11-11 22:36:34.819312	2023-11-12 17:40:53.794280		Atari	E	0	gauntlet2pr3.zip	1						0		19		2		Atari		NA				Fantasy, Hack & Slash, Top-Down	Gauntlet	0	1985
1007		0	0	77	1	2023-11-11 22:49:38.506921	2023-11-12 17:35:03.786599		Atari	E	0	gaunt22p.zip	1						0		19		2		Atari		NA				Fantasy, Hack & Slash, Top-Down	Gauntlet II	0	1986
1008		0	0	77	1	2023-11-12 17:15:34.770712	2023-11-12 17:28:54.155033	Generations ago an enchanted Star Gem crashed to Earth at the base of an ancient castle. Loathsome creatures crept from the castle and carried the Gem into the depths of the fortress. All attempts to retrieve the Star Gem failed. The adventurers were destroyed. The creatures in the castle gained magical strength from the Star Gem. Unless the Gem is taken from them, the evil ones will soon have the strength to venture forth and destroy mankind. The protagonist and his friends must take up the quest to retrieve the Star Gem and save their world.	Epyx		0	gauntlet-the-third-encounter.lnx	1						0		18		4		Atari		NA				Fantasy, Hack & Slash, Top-Down	Gauntlet: The Third Encounter	0	1990
1009		0	0	77	1	2023-11-12 22:33:38.325826	2023-11-12 22:41:54.117135	"In an ancient time, the evil mage Garm, using the power of the Runestones, released a great evil upon the land. This demon, Skorne, broke free of Garm's control, crushing him and imprisoning his soul in the underworld. Skorne then released his minions upon the land, and scattered the Runestones across the Eight Realms, so that they might never again be assembled and used against him.

No one has dared try ...

Until now."	Midway	T	0	gauntlet-dark-legacy.rvz	1						0		10		4		Midway		NA				Fantasy, Hack & Slash	Gauntlet: Dark Legacy	0	2002
1010		0	0	77	1	2023-11-12 22:45:48.713082	2023-11-12 22:57:58.790779	The Emperor has crucified his four loyal heroes to a magic tree, driven by a maniac thirst for their immortality. Hundreds of years later, as only a ghost, he came to regret all the wrong deeds he has done and frees them, asking them to defeat his six former advisors in an attempt to undo what he has done.	Midway	T	0	gauntlet-seven-sorrows.chd	1						0		26		1		Midway		NA				Fantasy, Hack & Slash	Gauntlet: Seven Sorrows	0	2005
1011		0	0	77	1	2023-11-12 23:02:45.689652	2023-11-12 23:08:10.726638	The classic Gauntlet 4-player co-op action gameplay returns in a completely new experience! Battle the endless hordes of foes as you and your friends fight for treasure and glory via both local and online co-op multiplayer. Invade the Darkness!	Arrowhead Game Studios	T	0	258970	1	512 MB VRAM	2 GB		None	None	0	Windows Vista	35		4	2.4 GHz Dual Core	WB Games	4 GB	NA		258970	STEAM	Fantasy, Hack & Slash	Gauntlet (2014)	0	2014
1012		1	0	78	0	2023-11-13 22:33:31.858376	2023-11-16 23:11:01.291462	A discovery is about to turn the culture of Kharak upside down. The people, Kushan, are not native to Kharak at all. The discovery of the Guidestone is the ultimate proof that Kushan had came from another solar system, far away. And it's time to go home. The Mothership project united the world. Part base, part construction yard, the Mothership is capable of everything, as you never know what you will find in the void...	Relic Entertainment	E	0	homeworld	14	12 MB VRAM	600 MB				0	Windows 98	40		1	350 MHz	Sierra Entertainment	64 MB	NA			GOG	Sci-Fi, Real-Time	Homeworld	0	1999
1013		1	0	79	0	2023-11-15 23:11:51.334698	2023-11-16 11:20:17.614350	Save Madrigal from the the evil Soulblighter and his followers. To do this, you must command your army of dwarves, soldiers, berserkers and sorcerers.	Bungie	M	0	myth-ii-soulblighter	14	SVGA compatible	100 MB				0	Windows 98	40		1	200 MHz	Bungie	32 MB	NA				Fantasy, Real-Time	Myth II: Soulblighter	0	1998
1014		1	0	79	0	2023-11-16 02:39:32.852045	2023-11-16 11:20:23.434765	Myth III: The Wolf Age takes place one thousand years before Myth: The Fallen Lords. The Fallen Lords you battled in that age are now your allies. Can you defeat Moagim and the armies of the dark?	MumboJumbo	M	0	myth-iii-the-wolf-age	14	6 MB VRAM	200 MB				0	Windows 98	40		1	400 MHz	Take-Two Interactive	96 MB	NA				Fantasy, Real-Time	Myth III: The Wolf Age	0	2001
1015		1	0		1	2023-11-16 12:47:24.234587	2023-11-16 15:17:31.063684	"Set during a single, endlessly-looping day within ""The Sexy Brutale"" – a stately English mansion converted into a bizarre casino and named by the enigmatic Marquis – players take on the role of elderly priest Lafcadio Boone. To progress, Boone must hide, watch and learn the colorful stories of the other guests at the ball in order to save them from grisly deaths at the hands of the mansion's staff."	Tequila Works	T	0	sexy-brutale	4	DirectX 11 compatible	2 GB				0	Windows 7 (64-bit)	40		1	3.10 GHz	Tequila Works	8 GB	NA	%USERPROFILE%/AppData/LocalLow/Cavalier Game Studios/The Sexy Brutale		GOG	Real-Time, Puzzle	Sexy Brutale, The	0	2017
1016		1	0		0	2023-11-16 15:09:51.378066	2023-11-16 17:24:07.249361	"Murder, treachery, resurrection, savage battles and ultimately-freedom!

When Erathia's King Gryphonheart is murdered by traitors he is resurrected as an undead warlord who leads a ruthless invasion of his former Kingdom. Little resistance is met until his daughter Catherine, Queen of Enroth, returns to her homeland commanding an army of elite Enrothian warriors. Meanwhile the Necromancers raise large hordes of undead and advance towards the Erathian capitol. Queen Catherine receives the aid of her father's survived generals and embarks on a crusade to reclaim her lost land.

You control the greatest heroes and fiercest creatures in a conflict of epic proportions, as Cathereine fights to restore her family's rightful reign, uncover her father's killers and free him from the dark prison of his undead body!"	New World Computing	E	0	heroes-of-might-and-magic-iii-complete	14	DirectX 7.0a compatible	425 MB				1	Windows 95	40		1	133 MHz	The 3DO Company	32 MB	NA			GOG	Fantasy, Turn-Based, Role-Playing	Heroes of Might and Magic III: Complete	0	1999
1017		1	0	78	0	2023-11-16 18:15:41.658986	2023-11-16 23:11:14.292945	"""You reclaimed your home, now reclaim your destiny.""

Long after you returned to Hiigara, the imperialistic Vaygr, armed with the third hyperspace core (you have the second) and the false idea of their own divine origins, are intent on enslaving and destroying your homeworld and your people."	Relic Entertainment	T	0	homeworld-2	14	32 MB VRAM / DirectX 9.0b compatible	1.6 GB				0	Windows 98	40		1	833 MHz	Sierra Entertainment	256 MB	NA			GOG	Sci-Fi, Rhythm	Homeworld 2	0	2003
1018	Homeworld: Cataclysm	1	0	78	0	2023-11-16 20:28:23.382006	2023-11-16 23:11:08.371658	"The game takes place fifteen years after the original game. After destroying the Taiidan Emperor and reclaiming their ancient homeworld of Hiigara, the Kushan re-establish their clans, or ""kiith"", in a great council, though some clans have precedence over others. The Mothership, with Fleet Command and the hyperspace core removed from it, remains in orbit over Hiigara as a shipyard. Meanwhile, the Taiidan Empire has collapsed after years of civil war, and the new Taiidani Republic has arisen as an ally of the newly minted Hiigarans, while the Imperialists and their Turanic Raider allies continue to raid both Hiigaran and Republic space."	Barking Dog Studios	E	0	homeworld-emergence	14	4 MB VRAM	250 MB				1	Windows 95	40		1	266 MHz	Relic Entertainment	32 MB	NA			GOG	Sci-Fi, Real-Time	Homeworld: Emergence	0	2000
1019		1	0		1	2023-11-17 00:17:57.699076	2023-11-19 22:13:41.300560	Crime in the city is beyond the capabilities of the authorities, The Kingpin runs the whole town. Nearly every dirty thug and thief in the city is in some way working for him or paying protection money. Otherwise they have a habit of ending up dead. One such thug refuses to pay his protection money to one of the Kingpin's lieutenants, Nikki. For his troubles the thug is left beaten and bruised in an alley. Swearing revenge, it will be up to this thug to track down Nikki and every other member of the Kingpin's organization... and deliver a violent end to their lives of crime.	Xatrix Entertainment	M	0	kingpin-life-of-crime	1	OpenGL compatible	570 MB				0	Window 95	40		1	233 MHz	Interplay Entertainment	64 MB	NA			GOG	Crime, First-Person, Shooter	Kingpin: Life of Crime	0	1999
1020		1	0	80	0	2023-11-17 02:09:04.651079	2023-11-20 07:45:57.412907	"The Ultor Corporation of Mars is successful because of the mineral wealth of that planet. It employs a number of miners and scientists to mine the Noachite ores far underground. The miners are constantly pressured by the guards to work harder and faster, while at the same time being forced to share their meager resources. While the mines itself are dangerous, so too is the mysterious plague that has broken out among the ranks of miners, killing many. Into this low morale situation, propaganda against Ultor has begun appearing, signed only by ""Eos"". These pamphlets and posters urge the miners to rise up against their oppressors and take a stand, also recruiting members into their secretive ""Red Faction"". As a result of Eos' efforts, tensions are rising high between the Ultor corporation and its workers, any little incident could ignite..."	Volition	M	0	red-faction	1	8 MB VRAM / DirectX 8.0 compatible	900 MB				1	Windows 95	40		1	400 MHz	THQ	64 MB	NA			GOG	First-Person, Shooter	Red Faction	0	2001
